quote_id,mpan,quote_rate_p_per_kwh,generated_at,valid_until,status,notes
Q-71176,1743717075007,18.5,2026-08-31,13/09/2026,Priced,
Q-71177,8671433417294,22.86,2026-08-27,10/09/2026,Priced,
Q-71178,9801936174872,,2026-09-01,2026-09-11,Errored,Pricing engine returned no rate
Q-71179,00 6482 6901 120,17.73,2026-08-27,2026-09-04,Priced,
Q-71180,6781102535998,31.94,2026-08-26,15/09/2026,Priced,
Q-71181,3822732188933,30.55,2026-08-26,14/09/2026,Priced,
Q-71182,06 5280 8850 666,28.06,2026-08-31,09/09/2026,Priced,
Q-71183,63 2283 8069 636,25.17,2026-08-31,12/09/2026,Priced,
Q-71184,69 7292 5222 942,24.52,2026-08-30,2026-09-08,Priced,
Q-71185,9433489968960,16.7,2026-08-26,2026-09-15,Priced,
Q-71186,0818-5071-23847,32.78,2026-08-28,2026-09-12,Priced,
Q-71187,05 4329 7511 756,20.86,2026-08-31,08/09/2026,Priced,
Q-71188,3233328527400,,2026-08-30,2026-09-05,Errored,Timeout fetching consumption data
Q-71189,8727-3584-22321,27.28,2026-08-31,2026-09-06,Priced,
Q-71190,5838406778611,20.73,2026-08-27,2026-09-11,Priced,
Q-71191,3272304763813,22.79,2026-08-30,2026-09-10,Priced,
Q-71192,2942-0311-73149,26.1,2026-08-26,06/09/2026,Priced,
Q-71193,38 6535 7543 722,25.84,2026-08-31,14/09/2026,Priced,
Q-71194,8535703589353,24.44,2026-08-29,2026-09-09,Priced,
Q-71195,0710-7210-73137,19.71,2026-08-30,05/09/2026,Priced,
Q-71196,66 1184 4555 330,27.36,2026-08-29,06/09/2026,Priced,
Q-71197,9477047667293,31.7,2026-08-29,11/09/2026,Priced,
Q-71198,4242-0040-52632,23.99,2026-08-31,2026-09-08,Priced,
Q-71199,6147580145247,31.37,2026-08-26,2026-09-14,Priced,
Q-71200,3175306218306,27.31,2026-08-28,2026-09-09,Priced,
Q-71201,63 6582 8371 913,31.35,2026-08-29,07/09/2026,Priced,
Q-71202,8611840017951,25.4,2026-09-01,2026-09-14,Priced,
Q-71203,1329-8127-53168,,2026-08-30,09/09/2026,Errored,Pricing engine returned no rate
Q-71204,1593539944167,25.67,2026-08-27,2026-09-06,Priced,
Q-71205,3964022828766,20.16,2026-08-30,15/09/2026,Priced,
Q-71206,7854478001894,23.66,2026-08-26,11/09/2026,Priced,
Q-71207,2314-5389-63139,32.03,2026-08-28,13/09/2026,Priced,
Q-71208,7751-6049-93332,23.52,2026-08-31,11/09/2026,Priced,
Q-71209,4239355694966,17.72,2026-08-28,2026-09-09,Priced,
Q-71210,5016817321560,25.7,2026-08-28,10/09/2026,Priced,
Q-71211,7388-7699-94242,24.62,2026-08-28,08/09/2026,Priced,
Q-71212,5284664165997,20.95,2026-08-28,04/09/2026,Priced,
Q-71213,1467739100807,21.69,2026-08-31,15/09/2026,Priced,
Q-71214,1281253281839,32.77,2026-08-31,08/09/2026,Priced,
Q-71215,6199558279400,,2026-09-01,2026-09-13,Errored,Pricing engine returned no rate
Q-71216,0602593480647,19.73,2026-08-31,2026-09-14,Priced,
Q-71217,24 6442 6983 111,31.99,2026-08-27,10/09/2026,Priced,
Q-71218,0081024000703,25.53,2026-09-01,12/09/2026,Priced,
Q-71219,98 0090 9844 138,30.76,2026-08-30,2026-09-09,Priced,
Q-71220,9225-3388-85023,24.34,2026-08-27,2026-09-09,Priced,
Q-71221,7726863870462,16.42,2026-08-28,2026-09-12,Priced,
Q-71222,36 3632 0696 787,22.74,2026-08-27,2026-09-13,Priced,
Q-71223,0031-5970-93421,21.98,2026-08-30,04/09/2026,Priced,
Q-71224,5178-6912-28864,27.04,2026-08-27,13/09/2026,Priced,
Q-71225,67 6214 3866 904,,2026-08-28,2026-09-08,Errored,Timeout fetching consumption data
Q-71226,4759621722559,18.93,2026-08-31,15/09/2026,Priced,
Q-71227,5325-8979-00906,16.66,2026-09-01,09/09/2026,Priced,
Q-71228,7260359567079,29.11,2026-08-31,04/09/2026,Priced,
Q-71229,22 3488 4083 745,34.82,2026-08-27,2026-09-04,Priced,
Q-71230,84 2484 6441 807,21.58,2026-08-28,2026-09-09,Priced,
Q-71231,36 6367 6902 961,25.13,2026-08-31,10/09/2026,Priced,
Q-71232,61 0979 7550 803,18.8,2026-09-01,09/09/2026,Priced,
Q-71233,1800551703743,,2026-08-28,2026-09-14,Errored,Pricing engine returned no rate
Q-71234,7165778281286,26.32,2026-08-30,14/09/2026,Priced,
Q-71235,2424-1799-03578,25.44,2026-09-01,07/09/2026,Priced,
Q-71236,8761306300037,28.04,2026-08-28,05/09/2026,Priced,
Q-71237,13 1497 1151 917,30.39,2026-08-31,07/09/2026,Priced,
Q-71238,6972377791249,37.22,2026-08-29,14/09/2026,Priced,
Q-71239,0996406760336,18.66,2026-08-31,2026-09-08,Priced,
Q-71240,8136-3424-15838,18.12,2026-08-27,2026-09-12,Priced,
Q-71241,3308773513397,23.28,2026-08-30,2026-09-10,Priced,
Q-71242,8594-8842-89796,25.91,2026-08-26,2026-09-15,Priced,
Q-71243,0319-9262-95537,24.32,2026-08-31,2026-09-09,Priced,
Q-71244,6148-3314-27311,27.62,2026-08-28,2026-09-09,Priced,
Q-71245,5763260375017,23.43,2026-09-01,2026-09-11,Priced,
Q-71246,32 9595 7190 486,21.54,2026-08-27,10/09/2026,Priced,
Q-71247,3643790379497,25.02,2026-08-27,2026-09-15,Priced,
Q-71248,27 2780 3515 886,18.51,2026-08-30,07/09/2026,Priced,
Q-71249,7754487019612,26.08,2026-08-28,2026-09-12,Priced,
Q-71250,5553650801978,24.21,2026-08-28,15/09/2026,Priced,
Q-71251,1220290195273,,2026-08-31,2026-09-11,Errored,Timeout fetching consumption data
Q-71252,8319-6616-78946,16.25,2026-08-26,2026-09-06,Priced,
Q-71253,6696-7170-46585,34.1,2026-08-30,2026-09-14,Priced,
Q-71254,0324-6370-15717,30.12,2026-08-29,2026-09-06,Priced,
Q-71255,3952850273311,20.1,2026-08-26,05/09/2026,Priced,
Q-71256,1090-5633-29211,27.39,2026-08-30,2026-09-14,Priced,
Q-71257,9762874902908,23.29,2026-08-26,12/09/2026,Priced,
Q-71258,10 7509 2044 051,24.45,2026-08-26,2026-09-06,Priced,
Q-71259,76 3027 8201 717,27.09,2026-08-30,04/09/2026,Priced,
Q-71260,12 1952 5510 498,21.41,2026-08-27,2026-09-06,Priced,
Q-71261,34 1256 2444 140,20.3,2026-08-30,2026-09-15,Priced,
Q-71262,3330048810351,31.8,2026-08-30,2026-09-10,Priced,
Q-71263,32 9204 7142 721,,2026-08-29,2026-09-12,Errored,Pricing engine returned no rate
Q-71264,7477097168322,20.07,2026-08-26,07/09/2026,Priced,
Q-71265,9057161279166,29.96,2026-08-31,14/09/2026,Priced,
Q-71266,0496150456022,27.2,2026-08-26,2026-09-06,Priced,
Q-71267,83 9167 5687 500,18.26,2026-08-27,2026-09-15,Priced,
Q-71268,94 6707 2519 873,28.56,2026-08-28,15/09/2026,Priced,
Q-71269,9278856315097,22.57,2026-08-31,2026-09-09,Priced,
Q-71270,6279-3249-06575,19.26,2026-08-30,2026-09-05,Priced,
Q-71271,7368-5372-45293,,2026-08-27,2026-09-04,Errored,Timeout fetching consumption data
Q-71272,6188650077524,20.86,2026-08-28,04/09/2026,Priced,
Q-71273,46 0734 1983 533,26.35,2026-08-28,2026-09-07,Priced,
Q-71274,1357034819244,20.72,2026-08-27,2026-09-07,Priced,
Q-71275,4993879256092,28.17,2026-08-31,2026-09-10,Priced,
Q-71276,98 3965 7192 776,23.67,2026-08-28,04/09/2026,Priced,
Q-71277,8708764455359,27.83,2026-08-31,2026-09-09,Priced,
Q-71278,7547-5923-44386,29.23,2026-08-29,2026-09-11,Priced,
Q-71279,9946349035379,32.65,2026-09-01,2026-09-14,Priced,
Q-71280,21 3523 1600 268,26.53,2026-08-28,12/09/2026,Priced,
Q-71281,40 8005 3959 582,20.89,2026-08-30,2026-09-12,Priced,
Q-71282,5123619339991,19.5,2026-08-31,15/09/2026,Priced,
Q-71283,5324-0957-95929,29.15,2026-08-30,09/09/2026,Priced,
Q-71284,8046-8056-74699,22.0,2026-08-26,13/09/2026,Priced,
Q-71285,9538456094905,29.77,2026-08-31,2026-09-13,Priced,
Q-71286,41 5549 1736 911,20.3,2026-08-28,06/09/2026,Priced,
Q-71287,5952-6041-39358,34.67,2026-09-01,2026-09-09,Priced,
Q-71288,5557887289927,28.13,2026-08-28,2026-09-06,Priced,
Q-71289,9077539731218,16.93,2026-08-31,15/09/2026,Priced,
Q-71290,55 6090 5365 793,27.68,2026-08-27,2026-09-11,Priced,
Q-71291,47 4464 6861 664,31.12,2026-09-01,2026-09-14,Priced,
Q-71292,5840-4956-42640,19.9,2026-09-01,2026-09-04,Priced,
Q-71293,1480-9759-46996,15.82,2026-08-26,2026-09-13,Priced,
Q-71294,5030889661129,30.58,2026-08-28,2026-09-07,Priced,
Q-71295,73 1233 9734 046,29.07,2026-08-29,11/09/2026,Priced,
Q-71296,2397867047808,,2026-08-31,08/09/2026,Errored,Timeout fetching consumption data
Q-71297,8493-7720-77359,17.46,2026-08-28,12/09/2026,Priced,
Q-71298,00 4893 2204 868,22.02,2026-08-29,2026-09-04,Priced,
Q-71299,0712-7501-39371,,2026-08-27,13/09/2026,Errored,Pricing engine returned no rate
Q-71300,4796211066494,18.21,2026-08-27,2026-09-13,Priced,
Q-71301,2116075385415,25.5,2026-08-30,08/09/2026,Priced,
Q-71302,3991277837635,28.21,2026-08-31,08/09/2026,Priced,
Q-71303,2311-5401-45673,26.96,2026-08-31,2026-09-07,Priced,
Q-71304,1024487890537,19.75,2026-08-28,2026-09-06,Priced,
Q-71305,4444863457639,25.49,2026-09-01,2026-09-05,Priced,
Q-71306,00 1488 2253 731,29.86,2026-08-31,15/09/2026,Priced,
Q-71307,2090-4894-72315,16.73,2026-09-01,11/09/2026,Priced,
Q-71308,6222-9761-89881,18.19,2026-08-28,2026-09-13,Priced,
Q-71309,98 0145 0533 586,19.71,2026-09-01,2026-09-09,Priced,
Q-71310,84 0812 9047 236,21.46,2026-08-30,2026-09-05,Priced,
Q-71311,3802882650531,27.0,2026-09-01,14/09/2026,Priced,
Q-71312,7377-6718-59759,24.11,2026-08-28,2026-09-14,Priced,
Q-71313,7532-5136-37530,23.77,2026-09-01,2026-09-11,Priced,
Q-71314,93 3692 9963 689,18.24,2026-08-29,08/09/2026,Priced,
Q-71315,0247-2547-58970,22.24,2026-08-27,05/09/2026,Priced,
Q-71316,2251300630504,29.34,2026-08-31,10/09/2026,Priced,
Q-71317,4626615810006,27.56,2026-09-01,06/09/2026,Priced,
Q-71318,1983177164581,28.09,2026-08-27,2026-09-07,Priced,
Q-71319,7806209817647,28.24,2026-08-30,05/09/2026,Priced,
Q-71320,2433724472819,30.0,2026-08-26,2026-09-05,Priced,
Q-71321,98 5317 5037 454,27.02,2026-09-01,2026-09-12,Priced,
Q-71322,99 5019 6711 813,29.25,2026-08-28,06/09/2026,Priced,
Q-71323,0664-2579-31622,31.33,2026-08-30,06/09/2026,Priced,
Q-71324,4044114823199,26.2,2026-08-27,10/09/2026,Priced,
Q-71325,00 3361 4493 903,18.41,2026-08-29,2026-09-14,Priced,
Q-71326,64 6069 5312 487,30.78,2026-08-28,07/09/2026,Priced,
Q-71327,3659253228839,29.72,2026-08-31,2026-09-10,Priced,
Q-71328,30 3598 2887 595,31.12,2026-08-28,2026-09-06,Priced,
Q-71329,7945-3457-94147,18.81,2026-08-27,2026-09-14,Priced,
Q-71330,05 5606 1486 052,19.96,2026-09-01,09/09/2026,Priced,
Q-71331,8084-5455-30301,24.15,2026-08-31,2026-09-14,Priced,
Q-71332,3844250058955,22.9,2026-08-29,2026-09-15,Priced,
Q-71333,55 6647 2555 312,,2026-08-27,04/09/2026,Errored,Pricing engine returned no rate
Q-71334,43 6757 8251 164,22.85,2026-08-29,2026-09-10,Priced,
Q-71335,8103-1213-16269,34.72,2026-08-27,2026-09-08,Priced,
Q-71336,2443005512626,18.52,2026-08-27,2026-09-06,Priced,
Q-71337,1135-6120-42675,26.99,2026-08-27,2026-09-14,Priced,
Q-71338,1162380330889,,2026-08-30,2026-09-04,Errored,Timeout fetching consumption data
Q-71339,2016118299169,19.9,2026-08-27,04/09/2026,Priced,
Q-71340,0562359304648,27.46,2026-08-30,2026-09-04,Priced,
Q-71341,4247360439872,18.88,2026-09-01,2026-09-13,Priced,
Q-71342,98 4678 2409 873,30.07,2026-08-28,15/09/2026,Priced,
Q-71343,7557-2468-18179,28.08,2026-08-30,07/09/2026,Priced,
Q-71344,99 5507 7968 395,24.21,2026-08-31,09/09/2026,Priced,
Q-71345,7974-6751-99990,24.96,2026-08-26,2026-09-07,Priced,
Q-71346,9073655243767,23.63,2026-09-01,12/09/2026,Priced,
Q-71347,95 0483 7780 044,30.33,2026-08-28,2026-09-05,Priced,
Q-71348,8179569117309,16.19,2026-08-29,2026-09-15,Priced,
Q-71349,22 4154 0719 818,27.64,2026-08-27,2026-09-14,Priced,
Q-71350,0048071479499,29.42,2026-08-31,2026-09-12,Priced,
Q-71351,9356805211889,20.39,2026-08-28,06/09/2026,Priced,
Q-71352,2284-7042-17737,21.67,2026-08-30,2026-09-05,Priced,
Q-71353,5980-9930-13889,21.86,2026-08-29,08/09/2026,Priced,
Q-71354,55 5227 4939 195,28.92,2026-08-27,08/09/2026,Priced,
Q-71355,0515-4070-89614,31.55,2026-08-30,04/09/2026,Priced,
Q-71356,09 4640 4575 915,,2026-08-26,06/09/2026,Errored,Pricing engine returned no rate
Q-71357,1191196318632,31.17,2026-08-27,09/09/2026,Priced,
Q-71358,3375581703266,21.98,2026-09-01,13/09/2026,Priced,
Q-71359,2412-4713-47077,25.57,2026-08-30,08/09/2026,Priced,
Q-71360,6748-2165-61820,33.01,2026-08-26,2026-09-09,Priced,
Q-71361,3379499847727,33.75,2026-08-30,2026-09-08,Priced,
Q-71362,9725332384925,27.41,2026-08-31,09/09/2026,Priced,
Q-71363,7554407697998,20.49,2026-08-27,06/09/2026,Priced,
Q-71364,4304-7845-07411,20.67,2026-08-31,05/09/2026,Priced,
Q-71365,35 4918 9080 434,29.68,2026-08-31,2026-09-14,Priced,
Q-71366,78 5408 9375 514,29.6,2026-08-27,2026-09-04,Priced,
Q-71367,7345-2553-36620,23.2,2026-08-28,15/09/2026,Priced,
Q-71368,8050656807125,33.61,2026-08-29,2026-09-07,Priced,
Q-71369,3316484443421,26.82,2026-08-29,10/09/2026,Priced,
Q-71370,46 1068 6354 792,25.45,2026-08-30,13/09/2026,Priced,
Q-71371,47 6021 1259 270,,2026-09-01,07/09/2026,Errored,Pricing engine returned no rate
Q-71372,6369175287705,,2026-08-29,14/09/2026,Errored,Pricing engine returned no rate
Q-71373,8315-2428-15195,31.74,2026-08-27,2026-09-06,Priced,
Q-71374,9254127570897,17.46,2026-08-29,2026-09-05,Priced,
Q-71375,5244160134977,23.31,2026-08-30,05/09/2026,Priced,
Q-71376,36 2620 9227 080,29.72,2026-08-31,2026-09-12,Priced,
Q-71377,5461556972669,21.94,2026-08-30,15/09/2026,Priced,
Q-71378,45 5169 9559 783,18.21,2026-08-29,10/09/2026,Priced,
Q-71379,29 4896 6207 026,21.47,2026-08-27,2026-09-08,Priced,
Q-71380,5024-5631-76375,35.18,2026-08-30,2026-09-10,Priced,
Q-71381,70 2503 9751 092,28.69,2026-08-28,07/09/2026,Priced,
Q-71382,28 9388 2882 661,,2026-08-29,13/09/2026,Errored,Timeout fetching consumption data
Q-71383,62 9259 4992 831,29.63,2026-08-29,10/09/2026,Priced,
Q-71384,72 6451 3590 016,,2026-08-27,05/09/2026,Errored,Pricing engine returned no rate
Q-71385,6856-2897-39227,31.44,2026-08-27,2026-09-08,Priced,
Q-71386,0940532598060,34.21,2026-08-29,2026-09-06,Priced,
Q-71387,7794898150004,26.58,2026-08-30,06/09/2026,Priced,
Q-71388,7574-2335-75113,,2026-08-29,2026-09-15,Errored,Pricing engine returned no rate
Q-71389,6752-6580-85912,,2026-08-27,11/09/2026,Errored,Timeout fetching consumption data
Q-71390,7950803037970,22.56,2026-08-29,15/09/2026,Priced,
Q-71391,5489758270702,20.47,2026-08-27,2026-09-09,Priced,
Q-71392,31 2847 8742 275,30.24,2026-09-01,06/09/2026,Priced,
Q-71393,0096758935202,21.99,2026-08-26,14/09/2026,Priced,
Q-71394,87 3850 1302 423,17.27,2026-08-28,04/09/2026,Priced,
Q-71395,14 5369 2358 063,31.17,2026-08-29,08/09/2026,Priced,
Q-71396,2441-2037-99122,25.98,2026-08-30,05/09/2026,Priced,
Q-71397,0560670549669,21.54,2026-08-26,04/09/2026,Priced,
Q-71398,6119-0176-69648,21.16,2026-08-28,2026-09-10,Priced,
Q-71399,3815105665805,22.84,2026-09-01,2026-09-04,Priced,
Q-71400,44 2249 6776 661,33.73,2026-08-26,2026-09-08,Priced,
Q-71401,5902-2866-92313,25.94,2026-08-28,2026-09-13,Priced,
Q-71402,9420-6741-53093,27.39,2026-08-28,08/09/2026,Priced,
Q-71403,9104101460034,,2026-08-29,2026-09-06,Errored,Timeout fetching consumption data
Q-71404,89 7286 0771 195,20.75,2026-08-30,11/09/2026,Priced,
Q-71405,1318-6909-33323,31.37,2026-08-29,04/09/2026,Priced,
Q-71406,7191-3678-15710,26.75,2026-09-01,09/09/2026,Priced,
Q-71407,41 4049 8174 917,34.93,2026-08-30,12/09/2026,Priced,
Q-71408,0422-6131-65399,33.19,2026-08-26,2026-09-10,Priced,
Q-71409,04 8090 5329 113,27.12,2026-08-30,2026-09-13,Priced,
Q-71410,1790891422803,20.26,2026-08-29,2026-09-06,Priced,
Q-71411,7603202912511,21.51,2026-08-29,2026-09-07,Priced,
Q-71412,6149184239678,29.88,2026-09-01,2026-09-10,Priced,
Q-71413,3433777021167,,2026-08-27,06/09/2026,Errored,Pricing engine returned no rate
Q-71414,5480050625078,18.54,2026-08-29,08/09/2026,Priced,
Q-71415,1654-6243-07733,18.25,2026-09-01,06/09/2026,Priced,
Q-71416,5475-1836-73394,17.88,2026-08-30,11/09/2026,Priced,
Q-71417,0058567254740,19.27,2026-08-31,2026-09-14,Priced,
Q-71418,6652-2099-32369,28.54,2026-08-31,2026-09-09,Priced,
Q-71419,72 6557 8401 926,32.98,2026-09-01,13/09/2026,Priced,
Q-71420,6562659982691,26.63,2026-08-31,2026-09-10,Priced,
Q-71421,0982890941036,23.09,2026-08-27,2026-09-13,Priced,
Q-71422,04 3497 7401 081,25.75,2026-08-27,2026-09-04,Priced,
Q-71423,8017407484527,31.32,2026-08-28,05/09/2026,Priced,
Q-71424,2777717562017,26.73,2026-09-01,07/09/2026,Priced,
Q-71425,4306584651386,21.52,2026-08-30,2026-09-14,Priced,
Q-71426,7151-7883-12639,,2026-09-01,14/09/2026,Errored,Timeout fetching consumption data
Q-71427,10 2451 2104 452,22.74,2026-08-28,2026-09-12,Priced,
Q-71428,7007901998945,33.38,2026-08-28,12/09/2026,Priced,
Q-71429,0990350848563,26.77,2026-08-26,05/09/2026,Priced,
Q-71430,4485-8750-00648,30.67,2026-08-29,15/09/2026,Priced,
Q-71431,81 3652 2282 716,19.76,2026-08-28,2026-09-10,Priced,
Q-71432,9667-5951-45117,24.1,2026-08-27,2026-09-07,Priced,
Q-71433,85 4688 9482 732,27.25,2026-08-31,2026-09-04,Priced,
Q-71434,0239444859668,24.14,2026-09-01,2026-09-11,Priced,
Q-71435,5899-3571-74814,21.48,2026-09-01,14/09/2026,Priced,
Q-71436,0172-0218-48005,31.82,2026-08-31,11/09/2026,Priced,
Q-71437,9302338369038,20.66,2026-08-26,2026-09-11,Priced,
Q-71438,0718-2650-98484,21.38,2026-08-28,12/09/2026,Priced,
Q-71439,68 5814 6290 682,29.48,2026-08-28,05/09/2026,Priced,
Q-71440,0812-6617-30728,17.71,2026-08-30,07/09/2026,Priced,
Q-71441,5494902944537,26.84,2026-08-30,2026-09-06,Priced,
Q-71442,22 2624 1304 200,20.03,2026-08-31,14/09/2026,Priced,
Q-71443,80 6518 8719 249,28.92,2026-08-31,2026-09-10,Priced,
Q-71444,1487-1565-14400,17.64,2026-09-01,2026-09-05,Priced,
Q-71445,7938415723157,20.99,2026-08-27,2026-09-05,Priced,
Q-71446,9877-7253-69889,24.38,2026-08-31,2026-09-08,Priced,
Q-71447,4973-9080-73681,17.35,2026-08-26,05/09/2026,Priced,
Q-71448,6444-5177-30420,25.86,2026-08-31,2026-09-14,Priced,
Q-71449,3768951621879,19.94,2026-08-31,2026-09-06,Priced,
Q-71450,96 2030 6035 783,25.16,2026-08-26,2026-09-05,Priced,
Q-71451,22 2785 9610 345,27.4,2026-08-28,2026-09-06,Priced,
Q-71452,47 3399 6424 816,24.42,2026-08-26,05/09/2026,Priced,
Q-71453,4029-6416-30628,,2026-08-26,2026-09-07,Errored,Pricing engine returned no rate
Q-71454,6464-6684-10102,25.4,2026-08-27,2026-09-06,Priced,
Q-71455,74 1969 8333 529,30.76,2026-08-31,2026-09-13,Priced,
Q-71456,2139-9809-09348,21.09,2026-08-26,2026-09-10,Priced,
Q-71457,6181812140286,34.93,2026-09-01,2026-09-04,Priced,
Q-71458,9160-0689-16536,23.41,2026-08-26,09/09/2026,Priced,
Q-71459,84 9897 8931 492,27.03,2026-08-29,15/09/2026,Priced,
Q-71460,3926682596623,21.77,2026-08-30,2026-09-05,Priced,
Q-71461,6918575301552,23.74,2026-08-28,2026-09-04,Priced,
Q-71462,0194-4230-40504,27.58,2026-08-31,2026-09-08,Priced,
Q-71463,0211-9530-59491,24.63,2026-08-28,05/09/2026,Priced,
Q-71464,1645260309676,16.41,2026-08-29,2026-09-07,Priced,
Q-71465,1614-4707-02029,28.59,2026-08-30,12/09/2026,Priced,
Q-71466,82 6333 2464 183,29.1,2026-08-29,2026-09-04,Priced,
Q-71467,6390952564661,25.15,2026-09-01,13/09/2026,Priced,
Q-71468,78 5121 5166 488,20.93,2026-08-30,05/09/2026,Priced,
Q-71469,26 8266 8798 802,20.8,2026-08-26,2026-09-14,Priced,
Q-71470,5449-8163-98234,25.89,2026-09-01,13/09/2026,Priced,
Q-71471,5379-8712-70866,29.05,2026-08-30,2026-09-06,Priced,
Q-71472,1088130165410,34.42,2026-08-30,2026-09-08,Priced,
Q-71473,5194758663073,32.02,2026-08-29,2026-09-11,Priced,
Q-71474,5772486530773,30.41,2026-09-01,05/09/2026,Priced,
Q-71475,9131-4764-19798,25.07,2026-09-01,11/09/2026,Priced,
Q-71476,3787-4346-69771,28.85,2026-08-27,14/09/2026,Priced,
Q-71477,5105-5175-06455,22.69,2026-08-31,2026-09-10,Priced,
Q-71478,8409309663534,27.44,2026-08-28,2026-09-13,Priced,
Q-71479,18 2796 4770 570,33.85,2026-08-26,2026-09-07,Priced,
Q-71480,4645-7317-50825,23.05,2026-08-26,2026-09-08,Priced,
Q-71481,6538706692408,24.73,2026-08-31,06/09/2026,Priced,
Q-71482,1192-2986-32666,28.01,2026-08-28,15/09/2026,Priced,
Q-71483,9759604612070,25.25,2026-08-29,09/09/2026,Priced,
Q-71484,1378624312208,22.11,2026-09-01,14/09/2026,Priced,
Q-71485,7519113754550,25.99,2026-08-27,2026-09-14,Priced,
Q-71486,3309-8675-40390,,2026-09-01,07/09/2026,Errored,Pricing engine returned no rate
Q-71487,1319361840311,28.33,2026-08-28,2026-09-07,Priced,
Q-71488,3541-5851-80011,25.74,2026-08-27,2026-09-09,Priced,
Q-71489,4543482644725,22.72,2026-08-26,2026-09-08,Priced,
Q-71490,5421-8321-02599,19.59,2026-08-26,09/09/2026,Priced,
Q-71491,27 5361 1496 201,22.6,2026-09-01,11/09/2026,Priced,
Q-71492,6949-9818-11997,32.16,2026-08-29,2026-09-07,Priced,
Q-71493,8035-4402-29647,30.92,2026-08-27,2026-09-09,Priced,
Q-71494,75 9861 4434 335,23.43,2026-09-01,2026-09-15,Priced,
Q-71495,38 7719 1441 198,25.41,2026-08-28,09/09/2026,Priced,
Q-71496,39 5762 6294 425,29.36,2026-08-26,2026-09-14,Priced,
Q-71497,3767864599512,14.87,2026-08-30,06/09/2026,Priced,
Q-71498,2348-9374-21128,,2026-08-27,2026-09-13,Errored,Pricing engine returned no rate
Q-71499,8618-7346-83763,21.33,2026-09-01,09/09/2026,Priced,
Q-71500,94 5315 1402 555,20.64,2026-09-01,2026-09-06,Priced,
Q-71501,62 2348 7727 726,33.94,2026-08-29,2026-09-09,Priced,
Q-71502,8114275710232,27.79,2026-08-31,2026-09-07,Priced,
Q-71503,73 9046 0451 732,25.12,2026-08-27,2026-09-12,Priced,
Q-71504,3876014361955,25.53,2026-08-30,13/09/2026,Priced,
Q-71505,7328276383839,26.69,2026-09-01,06/09/2026,Priced,
Q-71506,5146293193851,30.66,2026-09-01,2026-09-09,Priced,
Q-71507,7914969511929,28.79,2026-08-30,2026-09-12,Priced,
Q-71508,6699616271387,26.96,2026-08-26,13/09/2026,Priced,
Q-71509,4561-1352-60678,31.37,2026-08-30,2026-09-14,Priced,
Q-71510,7788753495894,26.39,2026-08-28,13/09/2026,Priced,
Q-71511,2446865692865,21.51,2026-08-31,15/09/2026,Priced,
Q-71512,8632-4142-72127,24.11,2026-08-27,2026-09-14,Priced,
Q-71513,9786-9566-02557,29.88,2026-08-29,2026-09-07,Priced,
Q-71514,5705493632268,22.85,2026-08-27,14/09/2026,Priced,
Q-71515,7208-0936-43857,22.15,2026-08-29,15/09/2026,Priced,
Q-71516,4363293945567,29.42,2026-08-28,2026-09-05,Priced,
Q-71517,2195-4947-42615,25.98,2026-08-29,2026-09-08,Priced,
Q-71518,6005-8402-30324,33.56,2026-08-26,2026-09-13,Priced,
Q-71519,4252495545819,22.37,2026-08-26,06/09/2026,Priced,
Q-71520,80 9007 0341 349,19.84,2026-08-28,13/09/2026,Priced,
Q-71521,82 0497 2039 448,17.54,2026-08-29,2026-09-13,Priced,
Q-71522,7054848521034,22.0,2026-08-28,2026-09-14,Priced,
Q-71523,6927-3793-50902,19.37,2026-08-30,14/09/2026,Priced,
Q-71524,17 1816 8444 277,23.54,2026-08-28,11/09/2026,Priced,
Q-71525,2774988390941,34.42,2026-08-28,04/09/2026,Priced,
Q-71526,6325-7422-81441,27.76,2026-08-28,05/09/2026,Priced,
Q-71527,1964752032717,25.77,2026-09-01,11/09/2026,Priced,
Q-71528,4326-1433-36600,25.6,2026-08-31,2026-09-09,Priced,
