entry_id,created,owner,customer,type,note,next_action,next_action_date
CRM-102952,16/11/2025,Gareth Hansen,KESTREL FORGE,Task,Left voicemail,,
CRM-103817,20/05/2024,Aisha Sharpe,TEM-62521-B,Email,Wants multi-site quote for renewal,Book meeting,
CRM-134073,2026-07-21,Rhys Doyle,Eastbrook Hotels Partners,Call,Updated contact details,Follow up,03/08/2026
CRM-109168,2024-05-16,Callum Rowntree,CUS-10405,Call,,,
CRM-152718,2025-01-04,Jack Sharpe,Marlow Nurseries Partners,Note,Intro call booked,Escalate to AM,
CRM-143543,2025-08-08,Gareth Hansen,Vantage Joinery Ltd,Email,,,
CRM-129343,20/06/2025,Gareth Hansen,Stanhope Tanning Ltd,Email,Updated contact details,,
CRM-106133,08/07/2026,Kirsty Osei,TEM-84046-G,Call,,,2026-07-19
CRM-126740,27/05/2024,Grace Nairn,,Meeting,Site added to account,,05/06/2024
CRM-120688,05/10/2025,Rhys Doyle,CUS-10854,Call,Waiting on LOA,,
CRM-132520,15/07/2025,Rhys Doyle,CUS-11422,Note,Waiting on LOA,Follow up,
CRM-113536,17/07/2026,Aisha Sharpe,CUS-10591,Email,Updated contact details,,
CRM-146609,2026-03-21,Gareth Hansen,TEM-15949-C,Note,"No answer, try next week",Follow up,
CRM-101752,12/07/2024,Gareth Hansen,Tredegar Glassworks Group,Note,Asked when renewal pricing lands,Escalate to AM,
CRM-111776,2025-06-24,Nia Wren,TEM-71411-D,Email,Intro call booked,,24/07/2025
CRM-122496,2025-07-23,James Jennings,CUS-10935,Call,Site added to account,,2025-08-10
CRM-110126,31/08/2025,,,Task,"No answer, try next week",,17/09/2025
CRM-155841,2024-05-15,Aisha Sharpe,Saltmarsh Aquatics Co,Task,"No answer, try next week",,
CRM-139952,16/07/2026,Gareth Hansen,CUS-11774,Note,Sent brochure,,
CRM-105133,2025-03-03,,CUS-10229,Task,,,
CRM-105203,28/01/2025,,CUS-10231,Task,,,
CRM-141301,2024-08-29,James Jennings,TEM-83344-B,Meeting,Asked when renewal pricing lands,,
CRM-121976,26/11/2024,Rhys Doyle,TEM-48933-C,Call,Site added to account,Send quote,
CRM-123527,17/08/2025,,,Task,Left voicemail,Book meeting,31/08/2025
CRM-153091,22/03/2025,James Jennings,TEM-13494-D,Email,Did not respond to renewal outreach,,
CRM-150211,2026-09-01,Rhys Doyle,CUS-12187,Call,"Unhappy about invoice dispute, renewal at risk",Escalate to AM,
CRM-114919,27/05/2024,Rhys Doyle,Harborne Veterinary Ltd,Note,,,
CRM-134564,25/12/2025,,TEM-77710-D,Email,Site added to account,Follow up,
CRM-131037,14/08/2026,Iona Mercer,CUS-11348,Call,Renewal call went well - decision maker engaged,,
CRM-113497,2025-06-18,James Brooke,,Note,"No answer, try next week",,2025-07-14
CRM-137123,30/07/2024,Rhys Doyle,CUS-11643,Email,Chased signature,,
CRM-155194,01/08/2024,Kirsty Osei,CUS-12399,Note,,Send quote,
CRM-131872,2025-12-04,,,Call,Site added to account,,
CRM-108632,20/06/2026,Anita Mercer,CUS-10401,Email,Left voicemail,,2026-07-03
CRM-138525,2025-08-23,Anita Mercer,Oakhurst Ice Cream Group Ltd,Meeting,Intro call booked,Follow up,
CRM-104075,2026-05-09,Kirsty Pryce,CUS-10173,Email,Left voicemail,Follow up,11/05/2026
CRM-118885,16/11/2025,,CUS-10767,Email,"Unhappy about invoice dispute, renewal at risk",,13/12/2025
CRM-139390,16/10/2024,Aisha Sharpe,CUS-11735,Call,,Send quote,23/10/2024
CRM-155674,21/08/2026,Rhys Doyle,CUS-12416,Call,Very happy with RED savings this year,,27/08/2026
CRM-111641,2026-03-10,Nia Wren,Kestrel Leisure Limited,Note,Chased signature,Book meeting,25/03/2026
CRM-129655,26/09/2024,Aisha Sharpe,TEM-17853-F,Note,Broker says customer gone quiet,,13/10/2024
CRM-137765,2024-05-15,Aisha Sharpe,TEM-58915-G,Task,Intro call booked,,
CRM-116756,2025-12-16,Rhys Doyle,TEM-81135-D,Note,"No answer, try next week",,
CRM-146583,2025-09-14,Jack Sharpe,TEM-23141-D,Call,Waiting on LOA,Send quote,
CRM-155422,31/07/2025,Callum Rowntree,KELBROOK COLD STORAGE LIMITED,Call,Sent brochure,,
CRM-140670,16/06/2024,Kirsty Osei,CUS-11801,Note,Intro call booked,,
CRM-139257,17/09/2025,Jack Sharpe,,Email,Chased signature,Escalate to AM,
CRM-152335,18/12/2024,James Jennings,Atlas Bakehouse Partners,Call,Sent brochure,,2025-01-17
CRM-118658,2025-11-19,,TEM-38248-F,Email,Did not respond to renewal outreach,Book meeting,
CRM-107679,2024-10-02,Aisha Sharpe,,Email,,,
CRM-122319,12/09/2024,,CUS-10928,Meeting,"Unhappy about invoice dispute, renewal at risk",,03/10/2024
CRM-121200,05/11/2025,Callum Rowntree,CUS-10877,Meeting,Escalation raised - threatened to leave,,
CRM-108190,2025-09-23,Kirsty Pryce,CUS-10382,Email,Intro call booked,Escalate to AM,
CRM-130212,10/07/2026,James Jennings,TEM-97249-E,Call,Intro call booked,,
CRM-147866,2024-08-12,Amber Doyle,Hollybush Plastics Ltd,Task,Sent brochure,,
CRM-135689,2024-11-06,Rhys Doyle,TEM-47818-F,Note,Escalation raised - threatened to leave,,
CRM-125246,2024-05-17,Grace Nairn,CUS-11084,Meeting,Broker says customer gone quiet,,
CRM-123095,2026-06-07,Callum Rowntree,CUS-10959,Meeting,Wants multi-site quote for renewal,Follow up,
CRM-116654,01/04/2024,Grace Nairn,CUS-10703,Meeting,Updated contact details,,
CRM-125301,2026-03-04,Kirsty Osei,CUS-11084,Call,Waiting on LOA,,08/03/2026
CRM-138351,2025-01-23,Rhys Doyle,TEM-67551-G,Meeting,,,
CRM-135705,27/03/2026,James Jennings,CUS-11572,Call,Sent brochure,,
CRM-121670,03/05/2025,Nia Wren,Whitethorn Packaging Limited Ltd,Call,Waiting on LOA,,2025-05-31
CRM-107640,2024-12-05,Rhys Doyle,Lowther Logistics & Sons,Call,Updated contact details,Book meeting,
CRM-120675,2025-04-07,Grace Nairn,CUS-10854,Call,"Keen to renew, asked us to send terms",,
CRM-154170,2026-03-28,James Jennings,TEM-17354-A,Call,Intro call booked,,
CRM-101123,2024-09-03,Amber Doyle,,Call,,Book meeting,26/09/2024
CRM-131059,2024-10-09,,CUS-11350,Email,Waiting on LOA,,
CRM-132853,2024-06-03,,Eastbrook Offices,Task,,,
CRM-106601,2024-08-15,Nia Wren,TEM-34529-C,Email,Renewal call went well - decision maker engaged,,
CRM-125633,23/05/2024,Gareth Hansen,,Call,Site added to account,Book meeting,
CRM-128244,2026-08-12,Anita Mercer,,Call,Updated contact details,,
CRM-130714,2025-01-01,Gareth Hansen,CUS-11325,Note,Intro call booked,,
CRM-153125,2024-07-10,Rhys Doyle,Langmere Tanning Partners,Call,Chased signature,,
CRM-154291,2025-06-20,Amber Doyle,CUS-12359,Call,"Unhappy about invoice dispute, renewal at risk",Book meeting,23/06/2025
CRM-146894,10/08/2025,James Jennings,Zetland Restaurants Holdings,Note,Intro call booked,,
CRM-134451,2024-07-29,Kirsty Osei,Tanfield Farm Foods,Call,Broker moved book elsewhere,,
CRM-115380,2026-06-18,Grace Nairn,TEM-11536-G,Email,,,2026-07-11
CRM-106164,22/07/2026,Amber Doyle,CUS-10283,Call,Chased signature,Follow up,04/08/2026
CRM-149506,2026-08-20,Anita Mercer,CUS-12155,Email,Chased signature,,
CRM-115448,2026-07-16,Grace Nairn,CUS-10662,Call,Asked when renewal pricing lands,,
CRM-156191,17/04/2025,Gareth Hansen,TEM-72593-E,Task,Updated contact details,,26/04/2025
CRM-148719,25/03/2024,Anita Mercer,Quenington Care Holdings,Email,Updated contact details,,11/04/2024
CRM-154973,2024-10-19,Callum Rowntree,CUS-12387,Task,Broker moved book elsewhere,Book meeting,
CRM-137573,10/10/2025,Amber Doyle,Elmwood Distillery (UK) Ltd,Note,Site added to account,Escalate to AM,13/10/2025
CRM-155530,2024-10-10,,Ivybridge Upholstery Partners,Meeting,,Escalate to AM,
CRM-108282,2024-07-19,,TEM-69733-A,Note,"Keen to renew, asked us to send terms",Escalate to AM,
CRM-144709,21/01/2026,,CUS-11975,Note,Site added to account,Follow up,12/02/2026
CRM-155657,18/08/2024,Grace Nairn,,Call,,,20/08/2024
CRM-147867,2025-11-25,James Brooke,CUS-12087,Email,Asked about early exit terms,,
CRM-102323,2024-08-25,Gareth Hansen,,Email,,Escalate to AM,2024-09-20
CRM-139931,04/06/2026,Iona Mercer,TEM-79474-D,Task,Waiting on LOA,Book meeting,2026-06-20
CRM-117772,2026-01-13,James Brooke,Cranleigh Foundry & Sons,Call,,Send quote,2026-02-11
CRM-156037,2024-08-26,Aisha Sharpe,CUS-12429,Meeting,Escalation raised - threatened to leave,,
CRM-113591,31/01/2025,Gareth Hansen,Ottershaw Farm Foods,Meeting,"No answer, try next week",Follow up,
CRM-125127,2025-01-03,James Brooke,CUS-11076,Email,Sent brochure,,2025-01-06
CRM-142803,2026-08-07,James Jennings,KELBROOK ICE CREAM CO LTD,Task,,,
CRM-115961,14/07/2026,Amber Doyle,CUS-10684,Email,Sent brochure,Send quote,30/07/2026
CRM-144011,25/11/2025,Callum Rowntree,Bluewater Packaging Co,Task,Confirmed budget approved for next term,,
CRM-142545,2024-11-26,Jack Sharpe,TEM-61034-C,Email,"Keen to renew, asked us to send terms",,17/12/2024
CRM-112143,2025-04-22,Iona Mercer,Cedar Motors,Call,,,
CRM-138434,2025-07-13,Rhys Doyle,,Call,Chased signature,,
CRM-144661,28/07/2025,James Jennings,Torque Padel & Sons,Meeting,,,26/08/2025
CRM-106336,2025-12-01,Callum Rowntree,TEM-21010-G,Note,,,
CRM-113721,26/04/2024,Aisha Sharpe,CUS-10599,Email,Site added to account,,
CRM-107471,2024-11-19,Amber Doyle,TEM-82900-F,Meeting,"No answer, try next week",Send quote,2024-12-10
CRM-151116,2025-03-17,Amber Doyle,,Meeting,Updated contact details,,
CRM-107113,2025-02-20,Callum Rowntree,TEM-85445-B,Meeting,Did not respond to renewal outreach,,
CRM-109510,26/01/2025,Kirsty Pryce,TEM-97053-G,Meeting,Site added to account,,2025-02-21
CRM-123377,23/11/2025,Gareth Hansen,CUS-10971,Call,Left voicemail,,
CRM-108901,2026-04-26,Kirsty Pryce,CUS-10404,Call,Chased signature,,
CRM-149363,16/10/2025,Rhys Doyle,CUS-12155,Note,Sent brochure,,2025-10-23
CRM-115145,2026-05-14,Aisha Sharpe,,Email,"No answer, try next week",Book meeting,
CRM-128143,18/03/2026,Nia Wren,TEM-91895-C,Call,,,
CRM-123452,2024-05-20,Jack Sharpe,TEM-52648-A,Note,Reviewing a competitor quote from incumbent,,
CRM-152537,03/11/2025,Iona Mercer,Ironbridge Robotics,Note,Chased signature,Follow up,
CRM-144818,2024-12-21,,Cobalt Hotels & Sons,Note,Sent brochure,,
CRM-131559,2026-06-05,Gareth Hansen,VIOLETTA FORGE CO,Email,Intro call booked,,
CRM-136101,11/03/2025,Kirsty Osei,CUS-11597,Email,Left voicemail,Book meeting,
CRM-101742,14/03/2025,James Jennings,CUS-10082,Task,Sent brochure,,
CRM-156025,05/10/2024,Anita Mercer,,Email,Waiting on LOA,,
CRM-110335,2025-10-16,Kirsty Osei,CUS-10460,Email,Asked about early exit terms,,
CRM-112032,2025-11-06,Aisha Sharpe,CUS-10542,Email,"No answer, try next week",Escalate to AM,
CRM-147679,04/02/2025,Anita Mercer,Verity Kennels Holdings,Email,Chased signature,,
CRM-154715,04/12/2025,Grace Nairn,TEM-95833-B,Task,,Send quote,
CRM-130597,2024-08-17,James Brooke,TEM-14637-B,Email,Wants multi-site quote for renewal,,
CRM-148126,2024-12-05,Gareth Hansen,CUS-12088,Task,Broker moved book elsewhere,Escalate to AM,
CRM-134677,2025-06-04,Aisha Sharpe,TEM-77710-D,Email,Left voicemail,Escalate to AM,
CRM-154621,21/07/2026,Anita Mercer,TEM-95833-B,Call,Asked when renewal pricing lands,,11/08/2026
CRM-122774,05/05/2025,James Jennings,TEM-62249-D,Call,,,19/05/2025
CRM-126565,2024-03-28,Anita Mercer,CUS-11124,Call,,Book meeting,
CRM-114409,2026-02-23,Callum Rowntree,CUS-10617,Call,Sent brochure,,25/03/2026
CRM-109468,2024-04-07,,TEM-85456-A,Meeting,Intro call booked,,
CRM-125983,12/12/2024,Callum Rowntree,,Call,Renewal call went well - decision maker engaged,,2025-01-06
CRM-137186,21/02/2025,Kirsty Osei,Quarrington Bookbinders Holdings,Call,Reviewing a competitor quote from incumbent,Send quote,
CRM-138796,22/07/2024,Amber Doyle,,Call,,,
CRM-148835,31/05/2026,Kirsty Osei,CUS-12126,Email,Updated contact details,Follow up,
CRM-108251,2024-09-15,Aisha Sharpe,,Email,Site added to account,,
CRM-133303,06/02/2025,Gareth Hansen,CUS-11475,Call,Broker says customer gone quiet,Send quote,
CRM-155136,2025-07-28,Jack Sharpe,TEM-55205-G,Call,"Price sensitive, wants >10% saving to stay",,
CRM-121876,26/09/2024,James Brooke,CUS-10901,Meeting,Site added to account,Follow up,
CRM-118132,07/04/2024,James Jennings,CUS-10742,Email,,,
CRM-129018,2025-02-20,Amber Doyle,Pennine Breweries Ltd,Task,"No answer, try next week",Follow up,
CRM-131985,15/09/2025,Jack Sharpe,,Call,Chased signature,,27/09/2025
CRM-125351,2024-12-01,Kirsty Osei,,Email,Site added to account,Book meeting,
CRM-128822,01/06/2024,Jack Sharpe,,Email,Waiting on LOA,,2024-06-17
CRM-129279,2026-07-24,Iona Mercer,,Task,Chased signature,,29/07/2026
CRM-134433,2026-02-09,Jack Sharpe,CUS-11525,Email,Chased signature,Book meeting,
CRM-151584,28/08/2025,Aisha Sharpe,,Meeting,Site added to account,,2025-09-25
CRM-112692,2024-10-20,Gareth Hansen,,Email,Left voicemail,,
CRM-103298,2024-07-21,Callum Rowntree,CUS-10152,Call,Reviewing a competitor quote from incumbent,Book meeting,
CRM-100105,08/04/2025,Rhys Doyle,,Email,Chased signature,,
CRM-123014,09/01/2025,Kirsty Pryce,,Note,,,13/01/2025
CRM-124230,2026-06-13,Aisha Sharpe,,Task,Chased signature,Escalate to AM,
CRM-148379,2026-08-21,Callum Rowntree,,Task,,,
CRM-153680,07/04/2026,,,Note,Left voicemail,,
CRM-154402,24/03/2026,Callum Rowntree,Garwood Dairy Limited,Task,Waiting on LOA,,
CRM-128213,2025-09-02,Anita Mercer,,Meeting,,,
CRM-113120,2024-06-05,,CUS-10575,Task,Intro call booked,,
CRM-115924,2025-01-23,Jack Sharpe,TEM-43363-A,Meeting,,,
CRM-154788,2024-04-18,Iona Mercer,,Email,Updated contact details,,2024-05-15
CRM-107347,01/05/2025,Kirsty Osei,Redwing Kennels & Sons,Note,Chased signature,,
CRM-145840,02/08/2025,Kirsty Osei,CUS-12024,Note,Intro call booked,Send quote,
CRM-120522,09/10/2025,Kirsty Pryce,TEM-85422-A,Email,Waiting on LOA,Escalate to AM,
CRM-135687,2026-07-12,Nia Wren,CUS-11571,Note,Asked when renewal pricing lands,,
CRM-126322,2024-06-28,Amber Doyle,CUS-11116,Call,Waiting on LOA,Follow up,
CRM-146270,24/11/2024,Iona Mercer,CUS-12033,Email,"No answer, try next week",Escalate to AM,27/11/2024
CRM-142634,2026-04-07,Kirsty Osei,TEM-79283-A,Meeting,Intro call booked,,
CRM-128915,11/11/2024,Rhys Doyle,TEM-24946-F,Call,Sent brochure,,2024-12-01
CRM-149036,2026-04-11,Grace Nairn,,Meeting,Reviewing a competitor quote from incumbent,,
CRM-136115,2026-03-26,Grace Nairn,CUS-11599,Call,Updated contact details,,08/04/2026
CRM-149596,2024-09-30,Nia Wren,Ashcombe Fabrications Limited,Email,Site added to account,Book meeting,
CRM-124221,2026-02-04,Amber Doyle,CUS-11029,Meeting,,,
CRM-130930,2025-06-06,Rhys Doyle,CUS-11339,Email,Waiting on LOA,Send quote,
CRM-146668,2024-08-20,Amber Doyle,TEM-67240-G,Call,Intro call booked,Send quote,
CRM-131114,2024-05-02,Callum Rowntree,TEM-79634-G,Note,Very happy with RED savings this year,Follow up,
CRM-108511,17/09/2025,Kirsty Pryce,TEM-13351-B,Call,Waiting on LOA,,
CRM-140246,11/06/2025,Aisha Sharpe,CUS-11788,Email,Updated contact details,,
CRM-140941,2026-07-30,Gareth Hansen,Kestrel Bookbinders Co,Call,"No answer, try next week",,
CRM-134212,17/03/2026,Kirsty Pryce,TEM-35871-B,Email,"No answer, try next week",,
CRM-108946,2024-07-28,Aisha Sharpe,CUS-10404,Call,Intro call booked,,
CRM-135811,13/04/2026,James Brooke,CUS-11576,Meeting,Waiting on LOA,,
CRM-102747,2026-01-24,Nia Wren,Marlow Logistics (UK) Ltd,Note,"Keen to renew, asked us to send terms",,2026-02-16
CRM-103760,2026-02-01,Anita Mercer,CUS-10167,Note,,Escalate to AM,
CRM-105657,09/03/2025,Rhys Doyle,CUS-10256,Email,,Send quote,2025-03-26
CRM-154729,2024-06-17,Amber Doyle,,Call,Intro call booked,,
CRM-108082,11/11/2024,Iona Mercer,QUENINGTON BOOKBINDERS LIMITED,Email,Intro call booked,,2024-12-02
CRM-107553,31/12/2025,Kirsty Osei,CUS-10342,Task,Renewal call went well - decision maker engaged,Book meeting,
CRM-143612,18/05/2024,,CUS-11918,Email,Renewal call went well - decision maker engaged,Book meeting,
CRM-110198,2025-12-25,Kirsty Pryce,Whitethorn Garden,Meeting,Intro call booked,,
CRM-134938,2025-10-12,Gareth Hansen,TEM-23612-E,Call,Sent brochure,,
CRM-157389,20/05/2026,,CEDAR MOTORS PARTNERS,Task,Intro call booked,,17/06/2026
CRM-106714,14/02/2025,Gareth Hansen,Cranleigh Garden Limited,Email,Left voicemail,,
CRM-149528,2026-08-23,Gareth Hansen,Farrier Marine Partners,Task,Waiting on LOA,,
CRM-139323,13/06/2024,Aisha Sharpe,TEM-60754-G,Meeting,Chased signature,Escalate to AM,
CRM-124376,2025-08-16,James Jennings,CUS-11040,Call,,,
CRM-116317,02/02/2026,Iona Mercer,,Email,,,
CRM-115742,26/04/2026,Kirsty Pryce,TEM-81426-G,Email,Left voicemail,Send quote,
CRM-144592,29/03/2026,James Jennings,TEM-99395-D,Task,,Book meeting,07/04/2026
CRM-108425,12/03/2026,Grace Nairn,TEM-52105-C,Email,,,01/04/2026
CRM-107546,2026-03-15,Rhys Doyle,TEM-29375-D,Call,Sent brochure,,2026-04-10
CRM-122297,2025-11-12,Anita Mercer,Gilded Restaurants (UK) Ltd,Meeting,Updated contact details,,
CRM-150413,24/09/2025,James Brooke,Marlow Laundry Ltd,Email,Updated contact details,,
CRM-124341,01/02/2026,Iona Mercer,,Task,Waiting on LOA,,
CRM-155808,24/07/2025,Aisha Sharpe,,Call,Asked when renewal pricing lands,,
CRM-124869,11/12/2025,,Caldwell Motors & Sons,Call,Waiting on LOA,,
CRM-117444,10/01/2026,Amber Doyle,CUS-10725,Email,Left voicemail,Book meeting,
CRM-123944,2025-08-15,Callum Rowntree,CUS-11009,Call,Wants multi-site quote for renewal,,
CRM-138156,25/10/2025,Aisha Sharpe,Oakhurst Offices Group,Email,Left voicemail,Follow up,
CRM-124798,2025-10-17,,TEM-90752-C,Email,Sent brochure,Send quote,
CRM-150135,2025-05-25,Anita Mercer,TEM-78890-D,Note,Intro call booked,Escalate to AM,2025-06-20
CRM-144198,21/07/2024,Gareth Hansen,TEM-59595-C,Email,Intro call booked,,
CRM-116599,22/01/2026,Grace Nairn,CUS-10703,Call,Updated contact details,,2026-02-11
CRM-121071,2024-07-23,Jack Sharpe,TEM-70764-F,Task,Chased signature,,
CRM-133117,2024-11-07,Gareth Hansen,Hollybush Plastics Holdings,Email,Asked about early exit terms,Send quote,2024-12-02
CRM-117650,2026-08-23,James Brooke,TEM-44681-D,Task,Intro call booked,,2026-09-09
CRM-155239,2026-04-12,Rhys Doyle,,Task,Waiting on LOA,Book meeting,2026-04-14
CRM-135568,2026-04-19,James Brooke,CUS-11571,Call,Intro call booked,Book meeting,
CRM-113978,2026-07-11,Jack Sharpe,,Email,"Keen to renew, asked us to send terms",,
CRM-103241,2025-05-14,Callum Rowntree,Saltmarsh Engineering Limited,Note,,Escalate to AM,
CRM-128451,2025-09-24,Rhys Doyle,,Task,Asked when renewal pricing lands,,
CRM-148775,2024-10-10,Aisha Sharpe,Atlas Veterinary & Sons,Task,,,
CRM-140682,20/11/2024,Amber Doyle,Thackery Fabrications Ltd,Email,,Follow up,12/12/2024
CRM-102991,2025-09-10,James Brooke,CUS-10141,Email,Confirmed budget approved for next term,Book meeting,
CRM-137770,23/03/2026,Nia Wren,TEM-64740-F,Note,,Escalate to AM,
CRM-120045,31/01/2025,James Jennings,TEM-58894-A,Email,Sent brochure,,
CRM-133109,2026-04-06,Kirsty Osei,CUS-11459,Meeting,,,
CRM-123160,2024-10-25,Nia Wren,TEM-23687-B,Meeting,Customer moved to incumbent,,
CRM-129201,2025-05-14,Jack Sharpe,TEM-68828-F,Call,,,
CRM-117567,2026-02-08,Callum Rowntree,TEM-42546-A,Call,"No answer, try next week",,
CRM-107209,15/04/2024,Rhys Doyle,CUS-10331,Task,Renewal call went well - decision maker engaged,,
CRM-135835,21/09/2025,James Jennings,TEM-59186-G,Email,Chased signature,,
CRM-135641,2025-09-16,Gareth Hansen,,Email,Site added to account,,
CRM-152709,2025-02-02,Iona Mercer,Marlow Nurseries Partners,Task,Chased signature,Send quote,
CRM-111369,02/07/2024,Aisha Sharpe,Ingleby Studios Ltd,Email,Reviewing a competitor quote from incumbent,Send quote,
CRM-139820,28/04/2024,Callum Rowntree,CUS-11766,Meeting,Asked when renewal pricing lands,,
CRM-134025,29/06/2024,Jack Sharpe,CUS-11496,Task,Left voicemail,,
CRM-100173,2026-07-11,James Jennings,Marlow Studios (UK) Ltd,Email,,Send quote,
CRM-125349,2024-06-02,Kirsty Osei,TEM-82271-B,Email,Intro call booked,Book meeting,01/07/2024
CRM-126903,30/09/2025,Grace Nairn,CUS-11148,Note,Updated contact details,Book meeting,
CRM-133460,2025-01-28,Kirsty Osei,TEM-74212-C,Task,Site added to account,Send quote,
CRM-124311,13/03/2026,,Cedar Retail Ltd,Email,Intro call booked,,
CRM-148293,19/01/2025,Iona Mercer,TEM-27097-E,Task,Sent brochure,,
CRM-127580,2024-04-09,Jack Sharpe,Marlow Timber Co,Call,Left voicemail,Book meeting,
CRM-123051,2026-06-11,Iona Mercer,CUS-10957,Note,Sent brochure,,
CRM-123887,2024-05-24,Anita Mercer,Saltmarsh Studios Ltd,Meeting,Sent brochure,,26/05/2024
CRM-129238,2024-06-21,Gareth Hansen,Ottershaw Dairy (UK) Ltd,Email,Sent brochure,,07/07/2024
CRM-109949,12/07/2026,Callum Rowntree,Silverbeck Coachworks Co Ltd,Call,Sent brochure,Book meeting,2026-07-23
CRM-113033,2025-07-10,James Jennings,TEM-71634-A,Email,Chased signature,,
CRM-105826,03/06/2025,Nia Wren,CUS-10265,Email,Waiting on LOA,Book meeting,2025-06-19
CRM-140547,10/06/2025,Anita Mercer,Thackery Fabrications Ltd,Call,Site added to account,,
CRM-121113,02/09/2024,James Jennings,CUS-10870,Call,,Book meeting,
