site_id,account_ref,site_name,postcode,mpan,product,contract_start,contract_end,eac_kwh,current_unit_rate_p_per_kwh,site_status
S-21487,TEM-61238-C,Ullswater site 1,B2 2JT,9741410087012,REDzero,10/09/2025,2026-09-10,120000,23.01,Live
S-21488,TEM-33182-D,Jespersen site 1,M5 7HW,1695-6640-04836,RED,02/01/2026,2027-01-02,88000,30.8,Live
S-21489,TEM-39185-G,Nettlebed site 1,S22 2NX,6330-2073-21939,REDzero,2025-11-07,07 November 2027,120000,20.77,Live
S-21490,TEM-58373-E,Lighthouse site 1,S15 2HD,26 9594 0663 461,REDzero,14/09/2024,14/09/2026,155000,23.59,Live
S-21491,TEM-87942-F,Jespersen site 1,E10 4NR,10 3123 2766 252,RED,2025-03-05,05-Mar-27,340000,21.74,Live
S-21492,TEM-64978-G,Bluewater site 1,B23 4ER,5087-9395-68759,RED,17/08/2025,2027-08-17,1250000,21.3,Live
S-21493,TEM-16209-D,Ashcombe site 1,M23 2BT,16 8716 7001 250,RED,08/05/2026,2028-05-07,62500,23.27,Live
S-21494,TEM-23471-D,Ottershaw site 1,S30 6NW,5138-4036-37742,RED,2023-07-09,2026-07-08,910000,17.77,Ended
S-21495,TEM-70764-F,Marlow site 1,S19 3HT,3734895157887,RED,25/06/2024,2027-06-25,340000,20.66,Live
S-21496,TEM-34536-F,Hollybush site 1,M6 7JP,06 6305 7013 514,RED,08/07/2026,2027-07-08,2100000,19.83,Live
S-21497,TEM-34536-F,Hollybush site 2,M22 1BX,41 1229 3983 954,REDzero,2025-10-20,20-Oct-26,120000,23.27,Live
S-21498,TEM-34536-F,Hollybush site 3,L21 6HD,99 4917 5427 873,RED,13/09/2026,13/09/2027,480000,30.19,Live
S-21499,TEM-66176-C,Kestrel site 1,M7 1JT,64 0958 6542 606,RED,2026-09-17,17-Sep-27,910000,29.33,Live
S-21500,TEM-53508-G,Stanhope site 1,M4 4NR,3280296739958,RED Plus,14/03/2026,13 March 2028,155000,27.84,Live
S-21501,TEM-29844-F,Stanhope site 1,N7 2HX,8873060151599,RED,2023-02-10,09 February 2026,2100000,32.1,Ended
S-21502,TEM-29844-F,Stanhope site 2,N14 3HR,90 4777 8588 994,REDzero,2025-06-04,04 June 2026,910000,27.45,Ended
S-21503,TEM-26009-E,Quenington site 1,N3 2BW,49 7328 3788 687,RED,2023-04-20,2026-04-19,1250000,28.23,Ended
S-21504,TEM-26009-E,Quenington site 2,L27 5HR,80 2778 6193 934,RED,05/02/2024,2025-02-04,88000,19.81,Ended
S-21505,TEM-97260-G,Langmere site 1,G2 6BD,2730201244769,RED Plus,05/01/2027,05/01/2028,1250000,25.7,Live
S-21506,TEM-47631-C,Lighthouse site 1,G7 8JT,1061-6891-51499,RED Plus,28/10/2024,28 October 2027,155000,18.25,Live
S-21507,TEM-47631-C,Lighthouse site 2,B2 6JD,2367-9899-40517,RED,30/11/2023,29-Nov-26,910000,23.59,Live
S-21508,TEM-47631-C,Lighthouse site 3,B1 9ND,95 6694 1553 372,REDzero,11/04/2024,11/04/2027,88000,27.22,Live
S-21509,TEM-47631-C,Lighthouse site 4,S6 8ND,0798353944347,RED,25/10/2025,25/10/2027,62500,20.38,Live
S-21510,TEM-71556-B,Cranleigh site 1,L3 3BT,86 2043 8840 035,RED Plus,23/11/2026,23 November 2027,155000,23.49,Live
S-21511,TEM-71556-B,Cranleigh site 2,B23 5HW,6699941887215,RED,2024-06-22,22 June 2027,660000,29.69,Live
S-21512,TEM-71556-B,Cranleigh site 3,N20 9BR,3117483436096,RED,2024-12-14,14 December 2026,340000,27.24,Live
S-21513,TEM-71556-B,Cranleigh site 4,G15 1EP,20 4144 1747 830,RED Plus,2025-11-22,2026-11-22,1250000,30.41,Live
S-21514,TEM-71556-B,Cranleigh site 5,G15 9AT,2795-6184-03819,RED,25/01/2024,24 January 2027,120000,28.62,Live
S-21515,TEM-71556-B,Cranleigh site 6,M13 5HR,0443-5570-16588,RED,2024-11-01,01 November 2027,88000,26.94,Live
S-21516,TEM-44241-E,Elmwood site 1,N24 7AD,7139-0771-55503,RED Plus,04/09/2025,04/09/2026,1250000,21.87,Live
S-21517,TEM-24419-E,Rosedale site 1,M7 8HR,7071100828392,RED,15/04/2024,15 April 2027,42000,23.16,Live
S-21518,TEM-24419-E,Rosedale site 2,L17 6BT,8126599181112,REDzero,16/01/2025,16-Jan-28,210000,21.98,Live
S-21519,TEM-24419-E,Rosedale site 3,E7 2AX,0874-3522-65318,REDzero,2026-01-14,2027-01-14,910000,25.12,Live
S-21520,TEM-24419-E,Rosedale site 4,G15 3HP,30 6672 5878 365,RED,03/11/2024,03/11/2027,480000,18.89,Live
S-21521,TEM-24419-E,Rosedale site 5,S6 7JP,6490-7543-28686,RED,15/04/2025,15 April 2027,910000,26.65,Live
S-21522,TEM-24419-E,Rosedale site 6,E12 6BT,4011-4091-38683,RED,07/11/2025,07-Nov-26,660000,24.66,Live
S-21523,TEM-24008-C,Quayside site 1,L14 2ND,3715507013409,RED,2024-02-08,2027-02-07,2100000,23.13,Live
S-21524,TEM-24008-C,Quayside site 2,G16 6NR,48 6221 9862 195,REDzero,2025-09-22,2027-09-22,210000,25.52,Live
S-21525,TEM-85596-F,Jespersen site 1,M18 2JR,2304-6532-06479,REDzero,2025-08-25,25 August 2027,480000,28.26,Live
S-21526,TEM-36102-F,Halewood site 1,G26 8BP,64 8888 2900 561,RED,07/02/2026,07 February 2027,1250000,26.37,Live
S-21527,TEM-65143-C,Norbury site 1,S18 4BD,7358513555532,REDzero,04/09/2025,2027-09-04,660000,20.18,Live
S-21528,TEM-74749-E,Summerton site 1,M27 3HP,35 0282 4229 168,RED,2027-03-16,15/03/2028,120000,31.04,Live
S-21529,TEM-43378-F,Norbury site 1,L11 9AR,8656285568946,RED,03/03/2026,03/03/2027,42000,19.74,Live
S-21530,TEM-43378-F,Norbury site 2,N3 4AT,4720-6364-30062,RED,03/10/2026,03/10/2027,660000,22.74,Live
S-21531,TEM-63883-A,Bluewater site 1,N1 9AT,8847-8955-25870,RED,07/05/2027,06/05/2028,910000,20.55,Live
S-21532,TEM-97351-B,Silverbeck site 1,N27 9JX,8769-9490-13126,RED,2026-01-08,08-Jan-27,1250000,24.43,Live
S-21533,TEM-82799-F,Farrier site 1,S22 3BD,32 1736 0196 104,RED Plus,2023-01-18,17-Jan-25,88000,25.55,Ended
S-21534,TEM-28933-C,Hollybush site 1,B7 4AR,2416-7419-76234,RED Plus,2025-04-16,2027-04-16,88000,20.28,Live
S-21535,TEM-28933-C,Hollybush site 2,N17 1ND,30 1925 1231 210,RED,30/03/2025,29-Mar-28,42000,27.12,Live
S-21536,TEM-28933-C,Hollybush site 3,B24 7HP,8089589366704,RED,2027-01-08,08/01/2028,88000,28.17,Live
S-21537,TEM-12066-A,Whitethorn site 1,S25 5JR,7917200349431,REDzero,12/03/2026,12/03/2027,120000,20.6,Live
S-21538,TEM-46031-G,Verity site 1,E11 7BX,9109-8389-50796,REDzero,07/08/2026,07/08/2027,42000,31.11,Live
S-21539,TEM-69021-D,Silverbeck site 1,G21 4BP,5727-0101-74804,RED,06/12/2025,06/12/2027,910000,25.56,Live
S-21540,TEM-28272-C,Ironbridge site 1,M9 9JD,0872-0401-42388,REDzero,10/02/2025,10-Feb-26,62500,17.64,Ended
S-21541,TEM-14033-G,Norbury site 1,S13 1BR,37 2995 0975 267,RED,2025-12-13,13/12/2027,155000,23.55,Live
S-21542,TEM-53591-A,Westcliff site 1,E16 7NR,7517-1045-14372,RED,10/05/2027,09/05/2028,660000,27.63,Live
S-21543,TEM-12693-E,Cranleigh site 1,L1 4HX,6273997264797,REDzero,2025-09-19,19-Sep-26,88000,29.67,Live
S-21544,TEM-12693-E,Cranleigh site 2,L21 3NW,1758192637859,REDzero,2026-10-31,2027-10-31,62500,22.72,Live
S-21545,TEM-27070-D,Summerton site 1,S15 8ET,173279928301,RED,27/05/2026,26/05/2028,155000,26.85,Live
S-21546,TEM-27070-D,Summerton site 2,G30 2BD,5014-8041-63318,RED,17/04/2026,17 April 2027,480000,21.62,Live
S-21547,TEM-27070-D,Summerton site 3,M13 5JD,3689-7958-51169,RED Plus,14/12/2025,2026-12-14,210000,18.18,Live
S-21548,TEM-20082-C,Cobalt site 1,L25 5HD,56 7782 3357 422,RED,17/12/2026,17/12/2027,1250000,26.71,Live
S-21549,TEM-64292-G,Ashcombe site 1,N26 5HW,3007-8356-16496,RED,08/04/2025,07/04/2028,480000,18.55,Live
S-21550,TEM-49941-D,Quenington site 1,G21 7NP,0579-4839-36559,RED,2024-12-19,2026-12-19,1250000,25.63,Live
S-21551,TEM-49941-D,Quenington site 2,M4 5BT,96 1239 8734 701,RED,26/10/2026,26-Oct-27,120000,21.27,Live
S-21552,TEM-12449-E,Vantage site 1,B11 8NX,9344028543110,REDzero,2024-04-02,2027-04-02,155000,23.81,Live
S-21553,TEM-51593-E,Umberside site 1,E22 4HD,2800-2260-54825,RED,15/11/2026,15-Nov-27,2100000,26.52,Live
S-21554,TEM-80432-G,Saltmarsh site 1,L23 8AX,86 6506 3397 999,REDzero,2027-02-24,24-Feb-28,210000,31.19,Live
S-21555,TEM-13993-B,Merrivale site 1,M27 7AD,0244-3409-86746,RED,29/07/2025,29-Jul-27,1250000,24.57,Live
S-21556,TEM-13993-B,Merrivale site 2,E25 3ER,0796762549977,RED Plus,2024-12-22,22 December 2027,910000,23.71,Live
S-21557,TEM-13993-B,Merrivale site 3,M15 4ED,0160734353018,RED Plus,2024-09-25,2027-09-25,340000,19.7,Live
S-21558,TEM-24809-A,Cedar site 1,B20 5BW,51 0517 1587 066,RED,2025-01-26,26 January 2027,62500,19.54,Live
S-21559,TEM-17460-E,Thackery site 1,B12 6NT,3037107033879,RED,2022-11-28,27 November 2024,88000,31.33,Ended
S-21560,TEM-85181-C,Lowther site 1,G30 9AX,23 3506 1106 779,RED,2026-07-28,28/07/2027,1250000,28.13,Live
S-21561,TEM-51943-A,Applegarth site 1,G10 7BW,5695-3053-10003,RED,2024-10-02,02 October 2027,210000,22.99,Live
S-21562,TEM-48933-C,Cranleigh site 1,S6 5AD,3808-1032-25533,REDzero,11/08/2024,11/08/2026,340000,30.03,OOC
S-21563,TEM-48933-C,Cranleigh site 2,L26 4JT,47 2071 4729 419,REDzero,06/02/2026,06-Feb-28,62500,22.86,Live
S-21564,TEM-81140-A,Hollybush site 1,E21 5ND,6335-3102-09629,REDzero,2026-10-12,12-Oct-27,340000,29.07,Live
S-21565,TEM-74431-G,Ironbridge site 1,S28 1EX,5650-2379-25416,RED,2025-01-16,16 January 2028,155000,31.39,Live
S-21566,TEM-51720-D,Bexley site 1,G5 4JD,3205-7713-05111,REDzero,04/12/2023,03 December 2026,120000,19.1,Live
S-21567,TEM-64473-C,Atlas site 1,E1 7HX,1743717075007,RED,24/10/2025,24-Oct-27,62500,18.7,Live
S-21568,TEM-15234-B,Larkspur site 1,M22 4BT,8634372649618,RED Plus,06/05/2024,06/05/2025,88000,32.13,Ended
S-21569,TEM-83880-D,Eastbrook site 1,M19 6ER,8671-4334-17294,RED,2024-10-25,25 October 2026,210000,23.7,Live
S-21570,TEM-83880-D,Eastbrook site 2,M6 1HW,98 0193 6174 872,RED,16/03/2024,16/03/2027,340000,18.43,Live
S-21571,TEM-47287-A,Hatherley site 1,L24 3HX,2422-4934-77062,RED Plus,16/11/2021,2024-11-15,1250000,19.16,Ended
S-21572,TEM-99084-E,Wrenfield site 1,B8 8JT,0064-8269-01120,RED Plus,2025-04-04,2027-04-04,210000,20.3,Live
S-21573,TEM-97268-D,Lighthouse site 1,L25 6JX,9584976696607,RED Plus,2024-01-06,05-Jan-26,120000,27.51,Ended
S-21574,TEM-10648-E,Whitethorn site 1,G5 1HP,6781102535998,REDzero,2026-07-05,05/07/2027,62500,31.46,Live
S-21575,TEM-83032-A,Elmwood site 1,N21 8HP,6441038806466,RED,16/03/2026,16/03/2027,480000,28.39,Live
S-21576,TEM-54890-F,Tredegar site 1,B26 6BR,3822732188933,REDzero,03/04/2027,02 April 2028,155000,31.85,Live
S-21577,TEM-97284-C,Kingsmead site 1,M28 6JR,9709477978470,RED,2022-10-19,18 October 2025,660000,18.91,Ended
S-21578,TEM-64515-D,Gilded site 1,L1 3HP,0652808850666,RED,17/04/2026,2027-04-17,62500,28.95,Live
S-21579,TEM-15011-B,Yarrow site 1,N24 4NX,63 2283 8069 636,RED,27/01/2027,27/01/2028,340000,23.92,Live
S-21580,TEM-84816-D,Bluewater site 1,L23 8JT,6972925222942,RED,2027-04-20,2028-04-19,62500,22.48,Live
S-21581,TEM-10658-D,Ingleby site 1,E23 4AP,94 3348 9968 960,RED,2024-10-19,2027-10-19,120000,17.54,Live
S-21582,TEM-10658-D,Ingleby site 2,S23 5HR,08 1850 7123 847,RED Plus,2025-12-20,20/12/2027,910000,30.44,Live
S-21583,TEM-62796-C,Stanhope site 1,G6 5HX,05 4329 7511 756,RED,03/05/2024,03/05/2027,42000,21.89,Live
S-21584,TEM-80276-G,Marlow site 1,G26 6BR,3233-3285-27400,RED,06/02/2026,2027-02-06,42000,29.49,Live
S-21585,TEM-80276-G,Marlow site 2,L16 7JR,8727358422321,RED,2026-05-17,16 May 2028,910000,30.04,Live
S-21586,TEM-94734-C,Gilded site 1,N19 7NR,58 3840 6778 611,REDzero,2024-12-12,12/12/2027,88000,21.51,Live
S-21587,TEM-94734-C,Gilded site 2,L12 5ED,3272304763813,RED,03/06/2024,03 June 2027,1250000,24.14,Live
S-21588,TEM-36124-C,Kestrel site 1,M6 6EP,2942031173149,RED,12/01/2026,12-Jan-27,1250000,29.06,Live
S-21589,TEM-36124-C,Kestrel site 2,E27 5BX,3865-3575-43722,REDzero,14/12/2025,14 December 2026,155000,28.74,Live
S-21590,TEM-36124-C,Kestrel site 3,M26 5JT,8535703589353,REDzero,2025-01-16,16-Jan-28,1250000,25.55,Live
S-21591,TEM-36124-C,Kestrel site 4,E7 5ER,07 1072 1073 137,REDzero,21/10/2026,21-Oct-27,660000,22.09,Live
S-21592,TEM-36124-C,Kestrel site 5,S14 8ER,6611844555330,RED,20/06/2026,2027-06-20,340000,25.69,Live
S-21593,TEM-36124-C,Kestrel site 6,L13 9HW,9477047667293,RED,2025-10-09,2027-10-09,88000,31.79,Live
S-21594,TEM-36124-C,Kestrel site 7,S17 2BW,4242004052632,REDzero,04/02/2025,04-Feb-28,1250000,25.9,Live
S-21595,TEM-36124-C,Kestrel site 8,L27 5HX,6147580145247,RED,2025-01-09,09-Jan-27,2100000,30.62,Live
S-21596,TEM-47225-E,Garwood site 1,B23 4BT,31 7530 6218 306,REDzero,2027-01-26,2028-01-26,210000,30.9,Live
S-21597,TEM-47225-E,Garwood site 2,E16 5ET,6365-8283-71913,REDzero,20/06/2025,20/06/2027,2100000,30.9,Live
S-21598,TEM-47225-E,Garwood site 3,G2 3BT,8611840017951,RED,19/10/2023,2026-10-18,42000,25.36,Live
S-21599,TEM-76050-B,Yarrow site 1,B14 8ED,13 2981 2753 168,RED Plus,2026-01-24,24-Jan-27,2100000,19.31,Live
S-21600,TEM-65971-G,Nettlebed site 1,S11 4NX,15 9353 9944 167,RED,05/12/2023,04-Dec-26,340000,28.62,Live
S-21601,TEM-87221-A,Hatherley site 1,N28 9NT,39 6402 2828 766,RED Plus,25/08/2025,25-Aug-27,120000,21.19,Live
S-21602,TEM-87221-A,Hatherley site 2,B14 4AR,7854478001894,RED,26/06/2026,2027-06-26,88000,26.82,Live
S-21603,TEM-64978-G,Kelbrook site 1,L20 3BD,23 1453 8963 139,RED,15/03/2026,15-Mar-27,210000,30.15,Live
S-21604,TEM-64978-G,Kelbrook site 2,M25 7ND,7751-6049-93332,RED,2024-09-14,14 September 2027,2100000,27.23,Live
S-21605,TEM-64978-G,Kelbrook site 3,G1 9JX,4239355694966,REDzero,2023-10-18,17-Oct-26,155000,21.21,Live
S-21606,TEM-64978-G,Kelbrook site 4,E1 8AD,50 1681 7321 560,RED,13/12/2026,13 December 2027,2100000,25.26,Live
S-21607,TEM-64978-G,Kelbrook site 5,S19 8BR,2511948960924,RED,13/09/2024,13/09/2027,480000,27.14,Live
S-21608,TEM-64978-G,Kelbrook site 6,E7 8EW,7388769994242,RED Plus,2026-05-15,15/05/2027,88000,26.18,Live
S-21609,TEM-64978-G,Kelbrook site 7,N27 7AD,5284664165997,RED,22/06/2026,22/06/2027,210000,23.15,Live
S-21610,TEM-64978-G,Kelbrook site 8,G10 3JT,14 6773 9100 807,REDzero,2026-01-12,12/01/2028,1250000,22.11,Live
S-21611,TEM-22911-G,Bexley site 1,E27 5JD,12 8125 3281 839,REDzero,2025-07-11,2027-07-11,2100000,30.91,Live
S-21612,TEM-22911-G,Bexley site 2,N3 5BD,61 9955 8279 400,REDzero,2025-11-07,07/11/2027,62500,29.89,Live
S-21613,TEM-22911-G,Bexley site 3,G13 9AD,0602-5934-80647,REDzero,2025-01-31,31-Jan-27,480000,20.03,Live
S-21614,TEM-34293-G,Kingsmead site 1,N9 3NW,2464-4269-83111,REDzero,22/05/2027,21-May-28,2100000,30.05,Live
S-21615,TEM-77789-G,Eastbrook site 1,N23 4NW,70 8050 5388 503,RED Plus,2024-09-13,2025-09-13,480000,30.96,Ended
S-21616,TEM-77789-G,Eastbrook site 2,G9 2AP,14 8364 1169 795,RED,2023-12-19,18-Dec-25,660000,30.09,Ended
S-21617,TEM-53511-D,Rosedale site 1,L20 5HX,0081-0240-00703,RED,2025-12-16,16-Dec-26,2100000,25.83,Live
S-21618,TEM-59210-E,Torque site 1,L11 8NW,9800909844138,RED,2026-05-27,2028-05-26,42000,28.81,Live
S-21619,TEM-25925-F,Padstow site 1,B28 2NP,9225338885023,RED Plus,2026-04-25,24/04/2028,2100000,25.66,Live
S-21620,TEM-25925-F,Padstow site 2,B24 3HR,7726-8638-70462,RED,2025-03-02,2027-03-02,480000,19.11,Live
S-21621,TEM-95494-D,Larkspur site 1,N17 2JP,3636320696787,REDzero,2023-10-30,2026-10-29,910000,24.18,Live
S-21622,TEM-62249-D,Redwing site 1,S28 9EX,0031597093421,RED,2023-10-27,26-Oct-26,210000,22.26,Live
S-21623,TEM-76915-A,Kingsmead site 1,B28 9EP,51 7869 1228 864,RED,2025-11-04,04/11/2026,62500,26.4,Live
S-21624,TEM-76915-A,Kingsmead site 2,G30 9ER,6762143866904,REDzero,12/03/2025,12/03/2027,480000,18.43,Live
S-21625,TEM-76915-A,Kingsmead site 3,E10 7AR,4759621722559,RED,16/04/2027,15 April 2028,62500,19.28,Live
S-21626,TEM-20332-D,Langmere site 1,G20 2JT,5325897900906,RED,2024-11-17,2026-11-17,2100000,18.03,Live
S-21627,TEM-70496-D,Lighthouse site 1,B1 1EP,72 6035 9567 079,RED,2023-11-28,2026-11-27,1250000,29.97,Live
S-21628,TEM-70496-D,Lighthouse site 2,L18 7EW,2234884083745,REDzero,25/02/2025,25 February 2028,62500,31.67,Live
S-21629,TEM-77387-E,Norbury site 1,E8 9BR,9904-0322-17055,REDzero,2025-06-14,2026-06-14,340000,20.95,Ended
S-21630,TEM-41857-A,Summerton site 1,S5 1HX,8424-8464-41807,RED,17/08/2024,17-Aug-27,88000,20.9,Live
S-21631,TEM-59491-C,Silverbeck site 1,M29 3JD,3663-6769-02961,RED,22/03/2024,2027-03-22,120000,25.66,Live
S-21632,TEM-22863-G,Wrenfield site 1,S16 3AX,3778-2318-72714,RED,15/05/2025,15-May-26,480000,18.48,Ended
S-21633,TEM-51023-G,Yewtree site 1,S4 7ET,88 8082 0141 222,RED,2025-07-12,12-Jul-26,1250000,23.32,Ended
S-21634,TEM-51023-G,Yewtree site 2,L30 3AW,1264-4916-40480,RED,26/12/2022,25-Dec-25,2100000,19.74,Ended
S-21635,TEM-90076-B,Lowther site 1,M17 8JD,6109797550803,RED Plus,04/05/2026,04 May 2027,210000,18.3,Live
S-21636,TEM-18432-C,Jespersen site 1,E8 9AT,1800-5517-03743,RED,25/02/2026,25 February 2028,480000,23.25,Live
S-21637,TEM-18432-C,Jespersen site 2,N24 8HP,71 6577 8281 286,RED,11/11/2025,11/11/2027,155000,31.84,Live
S-21638,TEM-16606-B,Fernhill site 1,E5 8AP,0912084058973,RED,2026-02-28,2027-02-28,155000,28.76,Live
S-21639,TEM-68976-D,Bluewater site 1,B8 2EW,24 2417 9903 578,RED,25/12/2024,25 December 2026,62500,26.75,Live
S-21640,TEM-68976-D,Bluewater site 2,S16 3NT,8761-3063-00037,RED,29/01/2027,2028-01-29,62500,26.82,Live
S-21641,TEM-34381-C,Foxglove site 1,B14 3BR,13 1497 1151 917,RED,2026-08-18,18/08/2027,88000,30.87,Live
S-21642,TEM-53577-B,Westcliff site 1,M5 9EW,6972377791249,RED,14/08/2026,2027-08-14,480000,31.32,Live
S-21643,TEM-94011-B,Harborne site 1,S4 4ER,0996-4067-60336,RED,22/10/2025,22-Oct-26,480000,18.85,Live
S-21644,TEM-94011-B,Harborne site 2,E9 5AP,81 3634 2415 838,RED,2024-05-26,26-May-27,42000,18.48,Live
S-21645,TEM-77688-F,Zetland site 1,E29 7NP,3308-7735-13397,RED,26/01/2025,26-Jan-27,2100000,24.55,Live
S-21646,TEM-10607-G,Ravenscar site 1,L19 7NX,85 9488 4289 796,RED,12/06/2024,2027-06-12,210000,29.86,Live
S-21647,TEM-89615-E,Cobalt site 1,S22 7HT,0319926295537,RED,2026-03-08,07/03/2028,62500,26.32,Live
S-21648,TEM-17362-G,Wrenfield site 1,M26 8JR,6148331427311,RED,2025-05-04,03 May 2028,480000,30.24,Live
S-21649,TEM-23687-B,Applegarth site 1,S16 9HP,1327144561970,RED Plus,2024-10-17,2025-10-17,210000,28.18,Ended
S-21650,TEM-23687-B,Applegarth site 2,E2 5BT,4774-6349-26473,RED,2023-06-14,13/06/2025,155000,27.34,Ended
S-21651,TEM-23687-B,Applegarth site 3,S9 3ED,5754-8516-68723,RED,2023-03-03,02/03/2026,88000,22.49,Ended
S-21652,TEM-29482-D,Umberside site 1,G15 5AR,5763-2603-75017,RED,2024-02-04,03-Feb-27,2100000,21.58,Live
S-21653,TEM-29482-D,Umberside site 2,M3 4HP,3295957190486,REDzero,19/02/2024,18-Feb-27,210000,20.34,Live
S-21654,TEM-29482-D,Umberside site 3,L1 9HX,3643790379497,RED Plus,07/03/2025,2028-03-06,210000,22.75,Live
S-21655,TEM-29482-D,Umberside site 4,G14 5HX,27 2780 3515 886,REDzero,26/04/2025,25/04/2028,910000,20.25,Live
S-21656,TEM-49954-C,Kingsmead site 1,B7 9BX,7754487019612,REDzero,2025-04-28,28 April 2027,660000,24.6,Live
S-21657,TEM-99496-C,Westcliff site 1,E9 6EX,5553-6508-01978,REDzero,2025-04-27,2027-04-27,120000,23.42,Live
S-21658,TEM-99496-C,Westcliff site 2,L10 5NR,1220-2901-95273,RED,2025-09-24,24 September 2027,660000,20.71,Live
S-21659,TEM-99496-C,Westcliff site 3,E10 4EW,8319-6616-78946,RED,23/10/2025,23/10/2026,910000,17.89,Live
S-21660,TEM-11099-A,Ingleby site 1,L24 5JT,66 9671 7046 585,REDzero,02/12/2023,01/12/2026,155000,32.21,Live
S-21661,TEM-58530-F,Padstow site 1,B26 1JW,50 3135 0843 627,RED,2026-02-17,17 February 2028,62500,23.78,Live
S-21662,TEM-73743-E,Northgate site 1,L28 4HD,0324637015717,RED Plus,2024-07-09,2027-07-09,155000,31.74,Live
S-21663,TEM-43517-G,Millpond site 1,S4 1NP,3952-8502-73311,REDzero,2025-04-10,10 April 2027,340000,21.88,Live
S-21664,TEM-43517-G,Millpond site 2,E3 3HW,1090-5633-29211,RED,08/01/2025,2027-01-08,210000,25.14,Live
S-21665,TEM-43517-G,Millpond site 3,S5 2JD,9762874902908,RED Plus,18/01/2026,18-Jan-27,2100000,27.63,Live
S-21666,TEM-43517-G,Millpond site 4,N30 9BD,1075092044051,RED,03/10/2024,03-Oct-26,62500,29.18,Live
S-21667,TEM-12060-G,Denholm site 1,L22 2AD,7630-2782-01717,REDzero,2024-10-29,2026-10-29,340000,27.04,Live
S-21668,TEM-66388-D,Kingsmead site 1,L30 3ED,0813464957515,RED Plus,2021-12-26,2024-12-25,660000,19.77,Ended
S-21669,TEM-66388-D,Kingsmead site 2,S9 9HR,87 0011 7311 271,RED Plus,2022-12-18,2024-12-17,910000,25.77,Ended
S-21670,TEM-38598-A,Ingleby site 1,E27 4JD,12 1952 5510 498,RED,2025-05-27,26-May-28,340000,19.41,Live
S-21671,TEM-79525-D,Pemberley site 1,E12 7JP,3412-5624-44140,RED,2026-01-14,2027-01-14,340000,24.45,Live
S-21672,TEM-53676-A,Cedar site 1,L18 3HD,8801030933419,RED Plus,2024-03-09,09-Mar-27,660000,21.27,Live
S-21673,TEM-52648-A,Fernhill site 1,S26 6ER,3330048810351,RED Plus,01/02/2026,01/02/2027,120000,28.21,Live
S-21674,TEM-74915-G,Birchmoor site 1,L3 1NT,3292047142721,RED,18/03/2025,18/03/2027,88000,29.56,Live
S-21675,TEM-74915-G,Birchmoor site 2,G9 2AP,7477-0971-68322,RED,2027-02-02,02-Feb-28,210000,19.23,Live
S-21676,TEM-46134-G,Padstow site 1,S9 6ED,9057161279166,RED,2024-02-16,2027-02-15,62500,31.13,Live
S-21677,TEM-24396-A,Saltmarsh site 1,N19 1BP,0496150456022,RED,06/11/2024,06/11/2026,210000,31.47,Live
S-21678,TEM-37233-D,Orchard site 1,S5 3NP,25 8470 7470 526,RED Plus,29/05/2023,28-May-25,2100000,28.51,Ended
S-21679,TEM-82902-D,Tanfield site 1,S21 6JT,8391675687500,REDzero,14/04/2026,14-Apr-27,155000,18.03,Live
S-21680,TEM-29855-E,Pennine site 1,L24 1BP,3921-5799-47798,RED Plus,07/04/2027,06-Apr-28,480000,21.05,Live
S-21681,TEM-29855-E,Pennine site 2,N23 4HP,9467072519873,RED,01/12/2024,2026-12-01,660000,26.86,Live
S-21682,TEM-29855-E,Pennine site 3,S27 4BP,2080-5195-71256,RED Plus,2023-10-15,14-Oct-26,910000,26.26,Live
S-21683,TEM-29855-E,Pennine site 4,B25 6BR,92 7885 6315 097,REDzero,2026-04-12,12 April 2027,480000,23.0,Live
S-21684,TEM-29855-E,Pennine site 5,N8 4ET,6279-3249-06575,REDzero,2026-01-03,03 January 2027,340000,18.71,Live
S-21685,TEM-29855-E,Pennine site 6,M21 3AW,73 6853 7245 293,RED,2025-03-18,2028-03-17,42000,17.76,Live
S-21686,TEM-29855-E,Pennine site 7,B29 9NR,5889-9449-55715,RED,19/04/2025,18/04/2028,42000,25.66,Live
S-21687,TEM-29855-E,Pennine site 8,B22 9AT,61 8865 0077 524,RED,2025-12-23,23 December 2027,155000,22.78,Live
S-21688,TEM-31124-G,Redwing site 1,B14 6BT,4607341983533,RED,2025-09-13,2026-09-13,42000,26.68,Live
S-21689,TEM-44007-C,Eastbrook site 1,B29 7BD,1357034819244,RED,19/09/2023,18 September 2026,120000,21.87,Live
S-21690,TEM-44007-C,Eastbrook site 2,E4 4EP,49 9387 9256 092,RED,01/11/2024,2027-11-01,88000,32.14,Live
S-21691,TEM-26428-F,Saltmarsh site 1,B1 2HD,9839-6571-92776,RED,20/09/2024,20/09/2027,910000,22.89,Live
S-21692,TEM-26428-F,Saltmarsh site 2,E7 6HW,4833545835433,RED Plus,09/09/2023,08-Sep-26,120000,22.08,Live
S-21693,TEM-93047-C,Whitethorn site 1,M20 4JT,8708-7644-55359,RED Plus,05/02/2027,2028-02-05,62500,30.47,Live
S-21694,TEM-93047-C,Whitethorn site 2,S28 5JD,7547-5923-44386,RED,2027-04-12,11-Apr-28,480000,31.02,Live
S-21695,TEM-17807-G,Pemberley site 1,E5 5ED,99 4634 9035 379,RED,2024-11-11,11-Nov-26,120000,31.6,Live
